,county,item,quantity
629,Fylde,corned beef,2104588.0
630,Orkney,pokemon gold,2104520.0
631,Orkney,unsalted butter,2104286.0
632,Orkney,cheese cake,2104284.0
633,Greater London,goat cheese,2104066.0
634,Warwickshire,Soy Milk,2104062.0
635,Kent,apple macbook pro mid 2009,2104052.0
636,East Cambridgeshire,diced vernison,2104042.0
637,Greater London,Almond milk,2103952.0
638,Kent,dyson tower fan,2103902.0
639,Greater London,Organic Kefir,2103772.0
640,Kent,pokemon red,2103446.0
641,Orkney,hp envy laptop,2103176.0
642,Orkney,beef sausages,2103130.0
643,Kent,jam doughnut,2102990.0
644,Orkney,oxford shirt,2102920.0
645,Orkney,skimmed milk,2102914.0
646,Greater London,oxford shirt,2102840.0
647,Orkney,almond croisant,2102746.0
648,Orkney,21 day mature sirlion steak,2102656.0
649,Warwickshire,grey cardigan,2102562.0
650,Warwickshire,pokemon yellow,2102544.0
651,Kent,shortbread,2102516.0
652,Kent,oxford shoes,2102448.0
653,Greater London,halo combat evolved,2102088.0
654,Warwickshire,Blueberry yoghurt,2102046.0
655,Warwickshire,british fresh chicken brest fillets,2101926.0
656,Kent,pain au raisins,2101888.0
657,Warwickshire,apple macbook air mid 2009,2101842.0
658,Orkney,Blueberry yoghurt,2101508.0
659,Orkney,Lemon,2101486.0
660,Kent,British baking potatoes loose,2101426.0
661,Greater London,diced vernison,2101332.0
662,Richmondshire,fine beans,2101116.0
663,Orkney,brenton t-shirt,2101094.0
664,Greater London,21 day mature rump steak,2101076.0
665,Kent,flapjack,2100690.0
666,Warwickshire,salmon fillets,2100470.0
667,Greater London,semi skimmed milk,2100460.0
668,Orkney,aubergine,2100378.0
669,Orkney,hp dv 2000 laptop,2100374.0
670,Kent,british parsnips loose,2100374.0
671,Greater London,apple macbook pro mid 2009,2100346.0
672,Orkney,21 day mature rump steak,2100282.0
673,Warwickshire,dyson tower fan,2099796.0
674,Newham,corned beef,2099672.0
675,Warwickshire,vernison sausages,2099508.0
676,Orkney,pain au raisins,2099472.0
677,East Cambridgeshire,apple macbook pro mid 2009,2099430.0
678,Greater London,blue stilton cheese,2099426.0
679,Kent,cotton tie,2099388.0
680,Orkney,plastic sunshades,2099254.0
681,Warwickshire,red velvet cake,2099206.0
682,Orkney,chocolate fudge cake,2099202.0
683,Kent,Oats Milk,2099076.0
684,Greater London,Soy Milk,2099052.0
685,Kent,Lemon,2098878.0
686,East Cambridgeshire,apple macbook air mid 2009,2098810.0
687,Cheshire East,fine beans,2098766.0
688,Staffordshire,fine beans,2098409.0
689,Orkney,Red pepper,2098332.0
690,Bassetlaw,fine beans,2098110.0
691,East Cambridgeshire,mild cheddar cheese,2097916.0
692,Greater London,brenton jumper,2097602.0
693,Epsom and Ewell,fine beans,2097519.0
694,Kent,Red pepper,2097448.0
695,Bassetlaw,corned beef,2097376.0
696,Orkney,play station 3,2097204.0
697,Kent,Fairtrade Bananas Loose,2096906.0
698,Orkney,wristwatch,2096734.0
699,Fylde,fine beans,2096723.0
700,North Ayrshire,fine beans,2096382.0
701,Warwickshire,oxford shirt,2096208.0
702,Orkney,goat cheese,2096140.0
703,Kent,fresh turkey steak,2095954.0
704,Staffordshire,corned beef,2095899.0
705,Kent,mild cheddar cheese,2095878.0
706,Forest of Dean,garlic,2095853.0
707,Chiltern,garlic,2095837.0
708,Greater London,olive oil spread,2095760.0
709,Warwickshire,bosch washing machine,2095752.0
710,Greater London,Slightly salted butter,2095722.0
711,Kent,croisant ,2095398.0
712,Kent,Blueberry yoghurt,2095310.0
713,Orkney,olive oil spread,2095040.0
714,East Cambridgeshire,baby potatoes,2094924.0
715,Orkney,dyson vacuum cleaner,2094876.0
716,Greater London,Fairtrade Bananas Loose,2094792.0
717,Orkney,pokemon blue,2094416.0
718,Orkney,vernison sausages,2094378.0
719,Newham,garlic,2094280.0
720,Kent,brenton jumper,2094224.0
721,Kent,lg washing machine,2094110.0
722,Lichfield,fine beans,2094091.0
723,Orkney,linen trousers,2093712.0
724,Warwickshire,gameboy advance,2093614.0
725,Kent,Spring onions bunch,2093570.0
726,Wyre,fine beans,2093534.0
727,Kent,grey blazers,2093374.0
728,Greater London,minecraft game - xbox,2093330.0
729,Kent,pink blazers,2093114.0
730,East Cambridgeshire,Almond milk,2093036.0
731,Warwickshire,diced vernison,2093020.0
732,East Cambridgeshire,pain au chocolate,2092916.0
733,Orkney,Brocolli loose,2092788.0
734,Ceredigion,garlic,2092692.0
735,Greater London,samsung washing machine,2092680.0
736,Warwickshire,aubergine,2092632.0
737,Greater London,linen trousers,2092532.0
738,Greater London,oxford shoes,2092510.0
739,Orkney,god of war 2,2092250.0
740,Kent,scottish salmon,2091980.0
741,Kent,chocolate twist,2091904.0
742,Greater London,diced chicken breast,2091784.0
743,Greater London,salmon fillets,2091424.0
744,Kent,celery,2091394.0
745,Orkney,linen shirt,2090860.0
746,Lichfield,corned beef,2090839.0
747,East Cambridgeshire,salmon fillets,2090572.0
748,Orkney,fresh turkey steak,2090446.0
749,Greater London,pokemon blue,2090430.0
750,Kent,red velvet cake,2090304.0
751,Orkney,gameboy color,2090290.0
752,Warwickshire,British baking potatoes loose,2090232.0
753,Orkney,vanilla yoghurt,2090226.0
754,Greater London,gaming mouse,2090056.0
755,South Northamptonshire,fine beans,2090026.0
756,Orkney,pokemon yellow,2089830.0
757,Warwickshire,wristwatch,2089782.0
758,Kent,hotpoint washing machine,2089762.0
759,Warwickshire,jam doughnut,2089758.0
760,East Devon,fine beans,2089610.0
761,Kent,silk tie,2089556.0
762,Kent,cheese cake,2089546.0
763,Kent,Slightly salted butter,2089520.0
764,Sefton,fine beans,2089412.0
765,Warwickshire,dyson washing machine,2089290.0
766,Orkney,scottish salmon,2089246.0
767,Kent,grey cardigan,2089066.0
768,Kent,pokemon gold,2089066.0
769,Kent,fresh whole turkey,2088800.0
770,Orkney,beef mince,2088628.0
771,Warwickshire,hp envy laptop,2088448.0
772,Kent,Organic Kefir,2088226.0
773,Greater London,classic bowtie,2088166.0
774,Orkney,british fresh turkey mince,2088164.0
775,Kent,pain au chocolate,2088058.0
776,Kent,fresh whole chicken,2087994.0
777,Kent,Almond milk,2087962.0
778,Swansea,fine beans,2087864.0
779,Kent,olive oil spread,2087638.0
780,Warwickshire,blue stilton cheese,2087624.0
781,Orkney,celery,2087574.0
782,Kent,organic raspberry yoghurt,2087460.0
783,Warwickshire,x-box 360,2087198.0
784,Haringey,fine beans,2087120.0
785,Orkney,dual shock controller,2086632.0
786,Warwickshire,pokemon red,2086534.0
787,Orkney,gaming keyboard,2086490.0
788,Greater London,gaming keyboard,2086188.0
789,Dorset,fine beans,2085909.0
790,Orkney,millionaire square,2085902.0
791,Orkney,hp dv 3000 laptop,2085832.0
792,Greater London,raspberries,2085702.0
793,Warwickshire,almond croisant,2085554.0
794,Kent,large king prawns,2084980.0
795,Kent,21 day mature sirlion steak,2084794.0
796,Greater London,pink blazers,2084448.0
797,Orkney,gaming mouse,2084058.0
798,Kent,minecraft game - xbox,2083978.0
799,Castle Point,corned beef,2083944.0
800,Warwickshire,chicken sausages,2083730.0
801,Orkney,free range large eggs x12,2083318.0
802,Greater London,denim jacket,2083198.0
803,Kent,custard doughnut,2083060.0
804,Greater London,Oats Milk,2083054.0
805,Kent,courgette loose,2083050.0
806,Kent,21 day mature rump steak,2082978.0
807,Warwickshire,Lemon,2082932.0
808,Warwickshire,silk scarf,2082836.0
809,Orkney,x-box 360,2082714.0
810,Forest of Dean,fine beans,2082535.0
811,Warwickshire,fresh whole turkey,2082456.0
812,Chiltern,fine beans,2082139.0
813,Tyne and Wear,corned beef,2082045.0
814,Kent,god of war 2,2081980.0
815,Orkney,fresh whole turkey,2081646.0
816,East Cambridgeshire,almond croisant,2081552.0
817,Orkney,British baking potatoes loose,2081538.0
818,Warwickshire,Organic mILK,2081386.0
819,South Northamptonshire,corned beef,2081373.0
820,Orkney,jam doughnut,2081174.0
821,Kent,British carrots loose,2080942.0
822,Kent,vernison sausages,2080694.0
823,Kent,wellington boots,2080688.0
824,Orkney,british fresh chicken thigh fillets,2080630.0
825,Orkney,Fairtrade Bananas Loose,2080586.0
826,Lichfield,garlic,2080429.0
827,Chiltern,corned beef,2080341.0
828,Mole Valley,garlic,2080281.0
829,Lambeth,garlic,2080184.0
830,Orkney,shortbread,2080178.0
831,East Cambridgeshire,beef mince,2080156.0
832,Greater London,Onions Loose,2080074.0
833,Kent,pokemon blue,2080050.0
834,Orkney,silk scarf,2079946.0
835,Warwickshire,Fairtrade Bananas Loose,2079728.0
836,Warwickshire,white shirt,2079678.0
837,Warwickshire,denim jacket,2079284.0
838,Kent,easy peeler loose,2079172.0
839,Warwickshire,silk tie,2079118.0
840,East Cambridgeshire,Mixed pepper,2079090.0
841,Warwickshire,millionaire square,2078974.0
842,Kent,blue stilton cheese,2078896.0
843,Orkney,red velvet cake,2078640.0
844,Orkney,Mixed pepper,2078544.0
845,Orkney,classic bowtie,2078542.0
846,Kent,beef mince,2078332.0
847,Greater London,silk tie,2078178.0
848,Orkney,apple macbook air mid 2009,2077956.0
849,Kent,wristwatch,2077880.0
850,Greater London,british fresh chicken thigh fillets,2077786.0
851,Orkney,halo combat evolved,2077698.0
852,Orkney,british parsnips loose,2077692.0
853,Kent,millionaire square,2077680.0
854,Orkney,chicken sausages,2077590.0
855,East Cambridgeshire,gameboy advance,2077496.0
856,East Cambridgeshire,Blueberry yoghurt,2077372.0
857,Orkney,easy peeler loose,2076982.0
858,Orkney,baby potatoes,2076928.0
859,Orkney,diced chicken breast,2076856.0
860,Orkney,apple macbook pro mid 2009,2076806.0
861,Greater London,fresh whole chicken,2076352.0
862,Warwickshire,baby potatoes,2076272.0
863,Dorset,garlic,2076241.0
864,Peeblesshire,corned beef,2076050.0
865,Kent,unsalted butter,2075882.0
866,Kent,cod fillets,2075868.0
867,Kent,samsung washing machine,2075760.0
868,Haringey,garlic,2075412.0
869,Greater London,jam doughnut,2075364.0
870,Newham,fine beans,2075214.0
871,Forest of Dean,corned beef,2075050.0
872,Swansea,garlic,2074855.0
873,Kent,raspberries,2074836.0
874,Orkney,dyson washing machine,2074270.0
875,Orkney,Spring onions bunch,2073850.0
876,Kent,brenton t-shirt,2073836.0
877,Kent,gaming keyboard,2073830.0
878,Kent,almond croisant,2073264.0
879,Kent,pokemon yellow,2072922.0
880,Orkney,diced vernison,2072720.0
881,Orkney,custard doughnut,2072720.0
882,East Cambridgeshire,dual shock controller,2072400.0
883,Greater London,21 day mature sirlion steak,2072356.0
884,Greater London,hp dv 3000 laptop,2072242.0
885,Kent,british bramley cooking apples,2071896.0
886,East Sussex,garlic,2071609.0
887,East Cambridgeshire,chicken sausages,2071348.0
888,Kent,silk scarf,2071314.0
889,North Yorkshire,21 day mature rump steak,2071268.0
890,Dorset,corned beef,2071007.0
891,Orkney,Plain Greek yoghurt,2070860.0
892,Orkney,Almond milk,2070660.0
893,Kent,dyson vacuum cleaner,2070544.0
894,North Yorkshire,gameboy color,2069931.0
895,Kent,hp dv 3000 laptop,2068918.0
896,Kent,Soy Milk,2068802.0
897,North Ayrshire,corned beef,2068705.0
898,Warwickshire,lg washing machine,2068562.0
899,Kent,denim jeams,2068440.0
900,Orkney,Onions Loose,2068294.0
901,Kent,macaron - x3,2068000.0
902,Ceredigion,corned beef,2067761.0
903,Orkney,lg washing machine,2067560.0
904,North Yorkshire,british bramley cooking apples,2066239.0
905,Kent,play station 3,2066152.0
906,Orkney,bosch washing machine,2065488.0
907,Kent,goat cheese,2065440.0
908,Kent,british fresh chicken thigh fillets,2065402.0
909,Kent,gameboy advance,2065286.0
910,Kent,Organic mILK,2064734.0
911,Greater London,dyson washing machine,2062894.0
912,Kent,dual shock controller,2062868.0
913,Kent,mature cheddar cheese,2062742.0
914,Greater London,mild cheddar cheese,2062652.0
915,Kent,semi skimmed milk,2062572.0
916,Kent,baby potatoes,2062560.0
917,Kent,vanilla yoghurt,2062298.0
918,Ceredigion,fine beans,2061669.0
919,Peeblesshire,fine beans,2061640.0
920,Orkney,silk tie,2061632.0
921,Kent,Sweet potatoes loose,2061526.0
922,East Sussex,fine beans,2061154.0
923,Mole Valley,corned beef,2059915.0
924,North Yorkshire,diced vernison,2059728.0
925,North Yorkshire,Fairtrade Bananas Loose,2059000.0
926,Kent,dyson washing machine,2058910.0
927,Orkney,grey blazers,2058574.0
928,Kent,denim jacket,2058456.0
929,Kent,white shirt,2056798.0
930,Warwickshire,british parsnips loose,2056760.0
931,North Yorkshire,classic bowtie,2056736.0
932,Orkney,Slightly salted butter,2056604.0
933,Orkney,gameboy advance,2056180.0
934,Kent,organic soured cream,2055476.0
935,North Yorkshire,apple macbook pro mid 2009,2053968.0
936,Warwickshire,croisant ,2052686.0
937,Kent,chicken sausages,2052450.0
938,North Yorkshire,Brocolli loose,2052238.0
939,Kent,gaming mouse,2051510.0
940,North Yorkshire,sea bass fillets,2051307.0
941,East Devon,garlic,2050161.0
942,North Yorkshire,British carrots loose,2049610.0
943,North Yorkshire,minecraft game - xbox,2049485.0
944,Orkney,salmon fillets,2049402.0
945,Greater London,grey blazers,2049156.0
946,North Yorkshire,Onions Loose,2048926.0
947,North Yorkshire,cheese cake,2048175.0
948,Warwickshire,organic raspberry yoghurt,2048088.0
949,Greater London,apple macbook air mid 2009,2047696.0
950,North Yorkshire,cotton tie,2047050.0
951,North Yorkshire,Almond milk,2047018.0
952,Mole Valley,fine beans,2046895.0
953,Kent,chocolate fudge cake,2045930.0
954,Larne,fine beans,2045796.0
955,Kent,british fresh chicken brest fillets,2045600.0
956,Kent,Onions Loose,2045520.0
957,North Yorkshire,celery,2045155.0
958,North Yorkshire,hp dv 2000 laptop,2044182.0
959,Kent,hp envy laptop,2043348.0
960,Larne,garlic,2042860.0
961,North Yorkshire,denim jeams,2042835.0
962,North Yorkshire,raspberries,2042581.0
963,North Yorkshire,Plain Greek yoghurt,2042270.0
964,North Yorkshire,Lemon,2041476.0
965,Greater London,plastic sunshades,2041468.0
966,North Yorkshire,semi skimmed milk,2041462.0
967,North Yorkshire,chocolate fudge cake,2041162.0
968,North Yorkshire,Slightly salted butter,2041128.0
969,Kent,dell inspiron laptop,2040352.0
970,North Yorkshire,gaming mouse,2040188.0
971,North Yorkshire,god of war 2,2040013.0
972,North Yorkshire,vanilla yoghurt,2039645.0
973,North Yorkshire,grey blazers,2039531.0
974,Orkney,pink blazers,2039162.0
975,North Yorkshire,Oats Milk,2039079.0
976,North Yorkshire,blue stilton cheese,2039032.0
977,North Yorkshire,Organic mILK,2038264.0
978,North Yorkshire,British baking potatoes loose,2038254.0
979,Greater London,Blueberry yoghurt,2037270.0
980,North Yorkshire,pokemon blue,2036931.0
981,North Yorkshire,gaming keyboard,2036224.0
982,North Yorkshire,cod fillets,2036065.0
983,North Yorkshire,fresh turkey steak,2035638.0
984,North Yorkshire,plastic sunshades,2035275.0
985,North Yorkshire,wristwatch,2035001.0
986,Kent,plastic sunshades,2034792.0
987,North Yorkshire,hotpoint washing machine,2033640.0
988,North Yorkshire,Soy Milk,2033496.0
989,North Yorkshire,silk tie,2031840.0
990,North Yorkshire,brenton jumper,2031542.0
991,Kent,diced vernison,2031490.0
992,North Yorkshire,fresh whole chicken,2031359.0
993,North Yorkshire,hp envy laptop,2030588.0
994,North Yorkshire,Blueberry yoghurt,2030122.0
995,North Yorkshire,large king prawns,2030036.0
996,North Yorkshire,silk scarf,2029574.0
997,North Yorkshire,organic raspberry yoghurt,2029462.0
998,North Yorkshire,apple macbook air mid 2009,2029377.0
999,North Yorkshire,british fresh turkey mince,2028542.0
1000,North Yorkshire,Mixed pepper,2028533.0
1001,North Yorkshire,gameboy advance,2028415.0
1002,North Yorkshire,dyson washing machine,2026930.0
1003,North Yorkshire,british fresh chicken brest fillets,2026841.0
1004,North Yorkshire,red velvet cake,2026723.0
1005,North Yorkshire,scottish salmon,2026655.0
1006,North Yorkshire,diced chicken breast,2026578.0
1007,North Yorkshire,millionaire square,2026560.0
1008,North Yorkshire,dyson tower fan,2025997.0
1009,North Yorkshire,organic soured cream,2025858.0
1010,North Yorkshire,fresh whole turkey,2025812.0
1011,North Yorkshire,mild cheddar cheese,2025763.0
1012,North Yorkshire,salmon fillets,2025356.0
1013,North Yorkshire,almond croisant,2025322.0
1014,North Yorkshire,beef mince,2024612.0
1015,North Yorkshire,21 day mature ribeye steak,2024237.0
1016,Larne,corned beef,2023735.0
1017,North Yorkshire,pain au raisins,2023667.0
1018,North Yorkshire,mature cheddar cheese,2023120.0
1019,North Yorkshire,beef sausages,2022997.0
1020,North Yorkshire,hp dv 3000 laptop,2022939.0
1021,North Yorkshire,baby potatoes,2022922.0
1022,North Yorkshire,chicken sausages,2022553.0
1023,North Yorkshire,pain au chocolate,2022330.0
1024,North Yorkshire,aubergine,2022300.0
1025,North Yorkshire,dyson vacuum cleaner,2021751.0
1026,North Yorkshire,white shirt,2021740.0
1027,Orkney,Sweet potatoes loose,2021118.0
1028,North Yorkshire,21 day mature sirlion steak,2020992.0
1029,North Yorkshire,bosch washing machine,2020473.0
1030,North Yorkshire,free range large eggs x12,2020451.0
1031,North Yorkshire,play station 3,2020217.0
1032,North Yorkshire,dell inspiron laptop,2020134.0
1033,North Yorkshire,custard doughnut,2020006.0
1034,North Yorkshire,pokemon red,2020005.0
1035,North Yorkshire,jam doughnut,2019601.0
1036,North Yorkshire,brenton t-shirt,2019283.0
1037,North Yorkshire,pink blazers,2018854.0
1038,North Yorkshire,shortbread,2018464.0
1039,North Yorkshire,denim jacket,2017627.0
1040,North Yorkshire,linen trousers,2016994.0
1041,North Yorkshire,grey cardigan,2016491.0
1042,North Yorkshire,unsalted butter,2015891.0
1043,North Yorkshire,linen shirt,2015562.0
1044,North Yorkshire,british fresh chicken thigh fillets,2014295.0
1045,North Yorkshire,easy peeler loose,2014002.0
1046,North Yorkshire,x-box 360,2013532.0
1047,North Yorkshire,pokemon gold,2012030.0
1048,North Yorkshire,croisant ,2011996.0
1049,North Yorkshire,olive oil spread,2009835.0
1050,North Yorkshire,halo combat evolved,2009313.0
1051,North Yorkshire,Organic Kefir,2008771.0
1052,North Yorkshire,vernison sausages,2008359.0
1053,North Yorkshire,oxford shoes,2008110.0
1054,North Yorkshire,courgette loose,2006702.0
1055,North Yorkshire,pokemon yellow,2006058.0
1056,North Yorkshire,oxford shirt,2003039.0
1057,North Yorkshire,goat cheese,2002047.0
1058,North Yorkshire,skimmed milk,2000894.0
1059,North Yorkshire,samsung washing machine,2000422.0
1060,North Yorkshire,chocolate twist,2000399.0
1061,North Yorkshire,lg washing machine,1996801.0
1062,North Yorkshire,Spring onions bunch,1995817.0
1063,North Yorkshire,macaron - x3,1992892.0
1064,North Yorkshire,dual shock controller,1991982.0
1065,North Yorkshire,wellington boots,1991106.0
